./positive/sample_alfonso-san-miguel-holm-oak.jpg 1 106 86 451 312
./positive/sample_areetside-plane-tree.jpg 1 27 39 693 921
./positive/sample_b00c9f2c87554024c1a29a35bb8f0bc1a4684aea.jpg 1 82 17 291 229
./positive/sample_cj9WbitgN9P5fnudXLEtuP9CvA3wy4SrOMlzK8mR.jpeg 1 70 38 595 416
./positive/sample_d57fb79df8845800ee143bf1c292201c.jpg 1 12 12 699 945
./positive/sample_dsdd.jpg 1 31 5 575 389
./positive/sample_exclamation-4-lg.jpg 1 36 15 699 1338
./positive/sample_gettyimages-663775394-612x612.jpg 1 158 14 347 248
./positive/sample_holm-oak-quercus-ilex.jpg 1 175 30 551 398
./positive/sample_il_platano_secolare.jpg 1 11 11 251 317
./positive/sample_image12345.jpg 1 32 13 678 476
./positive/sample_landscape-tree-nature-grass-plant-hiking-meadow-countryside-air-green-produce-space-evergreen-trees-shrub-deciduous-oak-grove-ecosystem-flowering-plant-biome-woody-plant-temperate-coniferous-forest-land-plant-plane-tree-fam.jpg 1 55 13 569 482
./positive/sample_medium_quercus_ilex.jpg 1 90 114 465 597
./positive/sample_planetree-al-w.jpg 1 15 15 705 888
./positive/sample_platanus-occidentalis-sw.jpg 1 24 29 531 527
./positive/sample_quercus-ilex.jpg 1 79 6 276 599
